id,user,uid,version,changeset,timestamp
4277440,Dutch Mapper,3781654,18,42679914,2016-10-06T10:16:56Z
4361822,Pptje,1955994,10,33203168,2015-08-08T15:27:21Z
4361939,paulbe,48448,6,42883434,2016-10-13T22:28:18Z
4362105,grossing,175600,11,4129255,2010-03-14T22:01:49Z
4362343,grossing,175600,4,4129255,2010-03-14T22:00:32Z
4363581,Meeuw,37627,2,2234585,2009-08-23T19:55:14Z
4364568,Brunovanm,2134844,17,40205949,2016-06-22T13:45:09Z
4364976,Dutch Mapper,3781654,14,42679914,2016-10-06T10:23:20Z
4366723,wvdp,436419,19,41991638,2016-09-07T23:40:34Z
4376560,paulbe,48448,14,43496586,2016-11-08T19:32:31Z
4480498,sebastic,665748,11,21975408,2014-04-27T11:45:16Z
4480499,phicoh,58533,10,15830269,2013-04-22T21:22:44Z
4483721,grossing,175600,3,4129255,2010-03-14T21:59:55Z
4496429,paulbe,48448,15,22744984,2014-06-04T22:56:31Z
4498372,phicoh,58533,7,15779040,2013-04-18T21:40:22Z
4551294,Django de Hond,1429526,7,16102737,2013-05-12T20:49:08Z
4745774,Dutch Mapper,3781654,6,42679914,2016-10-06T10:16:08Z
6302951,rolandmwagner,39288,15,39970907,2016-06-12T13:27:10Z
6303578,JJJWegdam,1758654,7,28691048,2015-02-07T21:10:44Z
7045994,Maarten Deen,9176,13,28843824,2015-02-14T15:26:34Z
7046019,Dutch Mapper,3781654,11,42679914,2016-10-06T10:25:28Z
7046023,The Maarssen Mapper,30525,17,39859804,2016-06-07T12:36:41Z
7046133,Martien Sch,319572,6,39162127,2016-05-07T11:50:15Z
7046137,Martien Sch,319572,11,39162127,2016-05-07T11:50:14Z
7046224,Martien Sch,319572,19,39162127,2016-05-07T11:50:18Z
7046251,Martien Sch,319572,11,39026044,2016-05-01T21:19:45Z
7046585,paulbe,48448,13,43951627,2016-11-25T21:24:45Z
7047703,Nico Witteman,476664,19,42367746,2016-09-23T08:39:35Z
7370173,W-S,466770,12,8709831,2011-07-13T07:48:32Z
7370174,paulbe,48448,7,35439456,2015-11-19T16:22:30Z
7370176,Sander H,327477,7,26981130,2014-11-23T19:42:16Z
7370178,Amaroussi,1016290,6,29576281,2015-03-18T18:45:39Z
7370181,paulbe,48448,7,43993443,2016-11-27T22:41:32Z
7370184,mvexel,8909,6,6871984,2011-01-05T14:00:13Z
7370192,Martien Sch,319572,8,39189219,2016-05-08T20:38:18Z
7370199,It's so funny_mechanical,2394881,5,27438545,2014-12-13T09:36:30Z
7370204,wouterMe,2747829,3,29381828,2015-03-10T11:03:24Z
7370207,GercoKees,12527,2,612174,2008-09-12T09:11:17Z
7370208,GercoKees,12527,2,612174,2008-09-12T09:11:22Z
7370209,It's so funny,191979,4,10001925,2011-11-30T18:53:48Z
7370211,GercoKees,12527,2,612174,2008-09-12T09:11:20Z
7370212,Martien Sch,319572,5,39123257,2016-05-05T15:42:54Z
7370227,Martien Sch,319572,7,39026044,2016-05-01T21:19:45Z
7370228,Martien Sch,319572,5,39296900,2016-05-13T17:12:23Z
7370247,Jan Westerhof,14498,8,12222326,2012-07-14T22:05:49Z
7370257,GercoKees,12527,3,612174,2008-09-12T09:11:42Z
7370258,GercoKees,12527,2,612174,2008-09-12T09:11:42Z
7370259,Martien Sch,319572,5,39123257,2016-05-05T15:42:55Z
7370260,AnkEric,242798,11,28058221,2015-01-11T10:06:26Z
7370262,Amaroussi,1016290,3,40532604,2016-07-07T01:38:33Z
7370263,It's so funny,191979,7,10001506,2011-11-30T18:02:47Z
7370272,paulbe,48448,17,43950488,2016-11-25T18:33:08Z
7370279,It's so funny_mechanical,2394881,4,27438545,2014-12-13T09:52:07Z
7370288,Maarten Deen,9176,4,28259842,2015-01-19T18:31:59Z
7370294,mvexel,8909,4,7983149,2011-04-27T09:27:42Z
7370295,Maarten Deen,9176,5,28259842,2015-01-19T18:31:58Z
7370296,paulbe,48448,6,43951627,2016-11-25T20:48:39Z
7370303,Amaroussi,1016290,8,29576281,2015-03-18T18:45:42Z
7370305,Dutch Mapper,3781654,4,42679528,2016-10-06T09:54:19Z
7370307,Maarten Deen,9176,8,28259842,2015-01-19T18:31:58Z
7370309,Jan Westerhof,14498,7,41259073,2016-08-05T12:46:55Z
7370310,rivw,1890760,7,21287782,2014-03-24T15:59:47Z
7370315,paulbe,48448,4,43951627,2016-11-25T20:48:39Z
7370319,paulbe,48448,5,43951627,2016-11-25T20:48:39Z
7370320,Jan Westerhof,14498,5,41259073,2016-08-05T12:46:55Z
7370321,volucris,448029,4,8095277,2011-05-09T18:24:43Z
7370322,It's so funny_mechanical,2394881,4,27438545,2014-12-13T09:36:36Z
7370329,wouterMe,2747829,3,29381728,2015-03-10T10:57:45Z
7370330,wouterMe,2747829,5,29381728,2015-03-10T10:57:45Z
7370335,Martien Sch,319572,6,39189219,2016-05-08T20:38:19Z
7370344,Martien Sch,319572,12,39296900,2016-05-13T17:12:29Z
7370346,Sybren,67592,4,1934905,2009-07-25T15:35:51Z
7370347,florisje_BAG,1974371,5,21311807,2014-03-25T19:54:39Z
7370348,grossing,175600,7,4129255,2010-03-14T22:01:43Z
7370349,It's so funny_mechanical,2394881,9,27438545,2014-12-13T09:52:22Z
7370350,Sybren,67592,4,1934905,2009-07-25T15:36:27Z
7370351,Jan Westerhof,14498,8,28340105,2015-01-23T00:21:14Z
7370352,Maarten Deen,9176,4,28293398,2015-01-20T20:32:17Z
7370356,Sybren,67592,6,1934905,2009-07-25T15:36:40Z
7370357,dvdhoven,294028,9,40335965,2016-06-28T06:30:26Z
7370360,paulbe,48448,5,43987920,2016-11-27T17:19:52Z
7370362,Sybren,67592,4,1934905,2009-07-25T15:33:26Z
7370365,CJTmmr,1926697,17,42185072,2016-09-15T19:35:05Z
7370368,Martien Sch,319572,5,39123257,2016-05-05T15:42:55Z
7370370,It's so funny_mechanical,2394881,5,27438545,2014-12-13T09:36:36Z
7370372,paulbe,48448,7,37619193,2016-03-04T23:49:13Z
7370373,It's so funny_mechanical,2394881,4,27438545,2014-12-13T09:36:36Z
7370377,Maarten Deen,9176,5,28293398,2015-01-20T20:32:17Z
7370378,Maarten Deen,9176,5,28293398,2015-01-20T20:32:16Z
7370382,paulbe,48448,6,37619193,2016-03-04T23:49:14Z
7370383,It's so funny_mechanical,2394881,4,27438545,2014-12-13T09:35:07Z
7370385,dvdhoven,294028,10,40335965,2016-06-28T06:30:24Z
7370396,It's so funny_mechanical,2394881,12,27438545,2014-12-13T09:51:04Z
7370397,Maarten Deen,9176,7,28293398,2015-01-20T20:32:22Z
7370401,It's so funny,191979,6,10001506,2011-11-30T18:06:26Z
7370403,Sybren,67592,4,1934905,2009-07-25T15:34:18Z
7370404,paulbe,48448,4,9346469,2011-09-19T20:18:30Z
7370421,Sybren,67592,3,1934905,2009-07-25T15:34:23Z
7370423,grossing,175600,6,4129255,2010-03-14T22:01:44Z
7370425,dvdhoven,294028,11,40335965,2016-06-28T06:30:25Z
7370426,GercoKees,12527,2,612174,2008-09-12T09:11:26Z
7370428,W-S,466770,5,8710985,2011-07-13T10:02:40Z
7370429,Rejo Zenger,48213,3,1993784,2009-07-31T12:36:48Z
7370431,rowisp,2403293,9,26148626,2014-10-17T15:40:53Z
7370433,Martien Sch,319572,7,39123257,2016-05-05T15:42:59Z
7370467,paulbe,48448,7,35439456,2015-11-19T16:22:31Z
7370470,Maarten Deen,9176,12,28293398,2015-01-20T20:32:21Z
7370473,Dutch Mapper,3781654,12,42679914,2016-10-06T10:16:07Z
7370477,Martien Sch,319572,5,39189219,2016-05-08T20:38:19Z
7370479,sicco,275674,3,33903845,2015-09-09T09:39:05Z
7370480,Maarten Deen,9176,16,35175847,2015-11-08T18:45:06Z
7370482,Maarten Deen,9176,7,28293398,2015-01-20T20:32:16Z
7370488,It's so funny_mechanical,2394881,7,27438545,2014-12-13T09:46:26Z
7370489,WJtW,2097920,9,28061355,2015-01-11T12:53:16Z
7370494,Jan Westerhof,14498,6,8956574,2011-08-08T12:20:40Z
7370496,ff5722,3450290,10,42061808,2016-09-10T15:59:24Z
7370502,WJtW,2097920,7,28845496,2015-02-14T16:25:36Z
7370504,jsoetendal,2092949,9,25205452,2014-09-03T13:58:17Z
7370506,Maarten Deen,9176,8,28293398,2015-01-20T20:32:18Z
7370507,Sybren,67592,5,1934905,2009-07-25T15:36:12Z
7370511,Amaroussi,1016290,14,29576281,2015-03-18T18:45:30Z
7370536,Amaroussi,1016290,5,40532604,2016-07-07T01:38:43Z
7370537,Amaroussi,1016290,7,40532604,2016-07-07T01:38:40Z
7370539,paulbe,48448,5,19573861,2013-12-21T22:25:14Z
7370547,Amaroussi,1016290,11,40532604,2016-07-07T01:38:36Z
7370550,Amaroussi,1016290,7,40532604,2016-07-07T01:38:36Z
7370551,It's so funny,191979,5,10001925,2011-11-30T18:53:47Z
7370553,Amaroussi,1016290,7,40532604,2016-07-07T01:38:39Z
7370555,mvexel,8909,4,1720154,2009-07-03T12:58:46Z
7370556,Amaroussi,1016290,6,40532604,2016-07-07T01:38:39Z
7370557,Amaroussi,1016290,7,40532604,2016-07-07T01:38:33Z
7370559,Amaroussi,1016290,8,40532604,2016-07-07T01:38:39Z
7370563,AnkEric,242798,6,28058221,2015-01-11T10:06:35Z
7370599,paulbe,48448,8,42404813,2016-09-24T13:06:15Z
7370602,GercoKees,12527,3,612174,2008-09-12T09:11:15Z
7370604,Sybren,67592,4,1934905,2009-07-25T15:35:22Z
7370605,StellanL,28775,7,11572246,2012-05-11T22:25:21Z
7370607,paulbe,48448,5,43327374,2016-11-01T14:41:35Z
7370608,Dutch Mapper,3781654,18,42679914,2016-10-06T10:22:34Z
7370610,Jan Westerhof,14498,6,29515629,2015-03-16T11:55:04Z
7370611,Jan Westerhof,14498,6,11164236,2012-03-31T10:10:10Z
7370616,Martien Sch,319572,6,39123257,2016-05-05T15:42:53Z
7370618,It's so funny_mechanical,2394881,5,27438545,2014-12-13T09:46:29Z
7370630,IIVQ,2337040,11,34556133,2015-10-10T19:04:29Z
7370636,Dutch Mapper,3781654,15,42679914,2016-10-06T10:15:59Z
7370639,paulbe,48448,13,43496586,2016-11-08T19:32:33Z
7370643,IIVQ,2337040,5,34556133,2015-10-10T19:04:28Z
7370644,W-PH,458995,6,8309893,2011-06-01T12:30:45Z
7370646,paulbe,48448,11,43496586,2016-11-08T19:32:33Z
7370650,paulbe,48448,10,43496586,2016-11-08T19:32:33Z
7370656,sebastic,665748,7,13028837,2012-09-07T22:35:29Z
7370661,mnegrini,1895218,7,26799897,2014-11-15T14:59:00Z
7370664,mnegrini,1895218,5,26799897,2014-11-15T14:59:01Z
7370666,Maarten Deen,9176,4,28637355,2015-02-05T19:36:15Z
7370667,Meeuw,37627,12,15849621,2013-04-24T14:32:12Z
7370670,It's so funny_mechanical,2394881,3,27438545,2014-12-13T09:55:42Z
7370671,AliBaba,28090,6,4938710,2010-06-08T17:02:57Z
7370679,Pptje,1955994,8,28975628,2015-02-20T12:52:37Z
7370681,It's so funny_mechanical,2394881,7,27438545,2014-12-13T09:43:11Z
7370683,GercoKees,12527,2,680923,2008-09-22T20:28:33Z
7370686,It's so funny_mechanical,2394881,3,27438545,2014-12-13T09:49:13Z
7370687,It's so funny_mechanical,2394881,7,27438545,2014-12-13T09:50:18Z
7370688,It's so funny_mechanical,2394881,4,27438545,2014-12-13T09:43:11Z
7370689,It's so funny_mechanical,2394881,6,27438545,2014-12-13T09:43:11Z
7370690,It's so funny_mechanical,2394881,4,27438545,2014-12-13T09:56:08Z
7370692,Jan Westerhof,14498,8,17790905,2013-09-11T21:31:18Z
7370694,grossing,175600,4,4126922,2010-03-14T17:13:55Z
7370696,paulbe,48448,9,43470482,2016-11-07T18:38:27Z
7370697,Martien Sch,319572,7,39123257,2016-05-05T15:42:59Z
7370700,paulbe,48448,4,42404813,2016-09-24T13:06:15Z
7370703,Maarten Deen,9176,4,28637355,2015-02-05T19:36:15Z
7370704,AnkEric,242798,3,28025521,2015-01-09T18:59:49Z
7370705,Martien Sch,319572,6,39162127,2016-05-07T11:50:19Z
7370710,Freek,5446,3,1836506,2009-07-15T14:30:47Z
7370713,It's so funny_mechanical,2394881,3,27438545,2014-12-13T09:43:11Z
7370715,paulbe,48448,6,43470482,2016-11-07T18:38:27Z
7370718,Joost van Os,1258303,5,27624553,2014-12-22T07:59:04Z
7370719,Jan Westerhof,14498,9,29515629,2015-03-16T11:55:04Z
7370721,It's so funny_mechanical,2394881,3,27438545,2014-12-13T09:50:29Z
7370722,Jan Westerhof,14498,4,11164236,2012-03-31T10:10:08Z
7370723,Amaroussi,1016290,7,40532604,2016-07-07T01:38:43Z
7370724,Martien Sch,319572,6,39162127,2016-05-07T11:50:15Z
7370725,It's so funny_mechanical,2394881,2,27438545,2014-12-13T09:46:27Z
7370726,AnkEric,242798,9,28025521,2015-01-09T18:59:49Z
7370731,It's so funny_mechanical,2394881,8,27438545,2014-12-13T09:35:12Z
7370732,paulbe,48448,11,43496586,2016-11-08T19:32:34Z
7370734,Meeuw,37627,9,15849621,2013-04-24T15:02:40Z
7370736,IIVQ,2337040,12,34556133,2015-10-10T19:04:32Z
7370737,Martien Sch,319572,5,39123257,2016-05-05T15:42:55Z
7370738,GercoKees,12527,2,680923,2008-09-22T20:26:51Z
7370740,AnkEric,242798,6,27983515,2015-01-07T19:54:15Z
7370744,Jan Westerhof,14498,6,11164236,2012-03-31T10:10:11Z
7370746,Martien Sch,319572,4,39123257,2016-05-05T15:42:54Z
7370748,Jan Westerhof,14498,11,22449783,2014-05-20T16:32:25Z
7370752,Jan Westerhof,14498,7,22449783,2014-05-20T16:32:25Z
7370754,paulbe,48448,6,42404813,2016-09-24T13:06:15Z
7370755,Jan Westerhof,14498,12,29109165,2015-02-26T09:21:09Z
7370756,paulbe,48448,6,5338058,2010-07-28T13:22:39Z
7370757,Martien Sch,319572,7,39123257,2016-05-05T15:42:56Z
7370758,Sumurai8,777266,9,12633070,2012-08-06T13:03:34Z
7370759,WJtW,2097920,10,28061355,2015-01-11T12:53:16Z
7370760,IIVQ,2337040,9,34556133,2015-10-10T19:04:30Z
7370764,It's so funny_mechanical,2394881,4,27438545,2014-12-13T09:46:29Z
7370765,GercoKees,12527,2,612174,2008-09-12T09:11:13Z
7370766,rob72,76275,5,6560666,2010-12-06T09:37:46Z
7370768,paulbe,48448,7,9338028,2011-09-18T22:12:33Z
7370774,Meeuw,37627,5,13295039,2012-09-29T12:17:16Z
7370776,Dutch Mapper,3781654,12,42679914,2016-10-06T10:19:20Z
7370778,Martien Sch,319572,11,39123257,2016-05-05T15:42:58Z
7370781,paulbe,48448,8,9359616,2011-09-21T11:35:27Z
7370783,Jan Westerhof,14498,9,29515629,2015-03-16T11:55:05Z
7370784,GercoKees,12527,3,680923,2008-09-22T20:26:58Z
7370786,paulbe,48448,4,43499684,2016-11-08T22:07:39Z
7370788,W-PH,458995,4,8300587,2011-05-31T11:26:00Z
7370794,Amaroussi,1016290,9,40532604,2016-07-07T01:38:41Z
7370795,Dutch Mapper,3781654,10,42679914,2016-10-06T10:19:09Z
7370797,Dutch Mapper,3781654,10,42679914,2016-10-06T10:26:23Z
7370801,Jan Westerhof,14498,9,28355392,2015-01-23T17:55:00Z
7370805,paulbe,48448,9,42883434,2016-10-13T22:28:18Z
7370806,paulbe,48448,12,43446791,2016-11-06T17:54:15Z
7370807,IIVQ,2337040,9,34556133,2015-10-10T19:04:29Z
7370808,grossing,175600,6,4129255,2010-03-14T22:01:55Z
7370811,IIVQ,2337040,10,34556621,2015-10-10T19:29:53Z
7370813,paulbe,48448,9,19573861,2013-12-21T22:25:13Z
7370817,GercoKees,12527,3,612174,2008-09-12T09:11:34Z
7370818,paulbe,48448,4,5466448,2010-08-11T19:46:48Z
7370819,IIVQ,2337040,14,34556621,2015-10-10T19:29:53Z
7370820,IIVQ,2337040,7,34556133,2015-10-10T19:04:30Z
7370821,paulbe,48448,10,43987920,2016-11-27T17:19:52Z
7370822,IIVQ,2337040,11,34556133,2015-10-10T19:04:31Z
7370823,It's so funny_mechanical,2394881,9,27438545,2014-12-13T09:46:29Z
7370824,GercoKees,12527,2,680923,2008-09-22T20:27:10Z
7370825,StellanL,28775,5,11572246,2012-05-11T22:25:23Z
7370826,paulbe,48448,4,8190080,2011-05-19T13:54:08Z
7370827,Martien Sch,319572,3,39123508,2016-05-05T15:54:16Z
7370830,Martien Sch,319572,5,39123257,2016-05-05T15:42:56Z
7370838,Jan Westerhof,14498,25,43770132,2016-11-18T15:32:00Z
7370841,A10dep,3093845,6,36631131,2016-01-17T11:03:13Z
7370842,paulbe,48448,6,43920481,2016-11-24T13:09:54Z
7370846,Martien Sch,319572,7,39162127,2016-05-07T11:50:13Z
7370856,paulbe,48448,5,43499684,2016-11-08T22:07:39Z
7370862,StellanL,28775,5,11572246,2012-05-11T22:25:23Z
7370864,GercoKees,12527,2,612174,2008-09-12T09:13:23Z
7370866,paulbe,48448,5,6589449,2010-12-08T21:04:12Z
7370868,Jan Westerhof,14498,8,28657939,2015-02-06T18:19:49Z
7370870,GercoKees,12527,2,680923,2008-09-22T20:27:41Z
7370873,Martien Sch,319572,8,39123257,2016-05-05T15:42:59Z
7370874,Martien Sch,319572,3,39123257,2016-05-05T15:42:54Z
7370881,mnegrini,1895218,4,26802495,2014-11-15T16:47:59Z
7370882,GercoKees,12527,2,612174,2008-09-12T09:12:56Z
7370884,mnegrini,1895218,3,26802495,2014-11-15T16:48:00Z
7370890,Jan Westerhof,14498,8,29515629,2015-03-16T11:55:05Z
7370895,florisje_BAG,1974371,6,21180955,2014-03-18T20:08:14Z
7370896,Jan Westerhof,14498,9,9834770,2011-11-15T13:54:38Z
7370899,paulbe,48448,10,43499684,2016-11-08T22:07:39Z
7370917,AnkEric,242798,12,27983515,2015-01-07T19:54:12Z
7370918,AnkEric,242798,10,27983515,2015-01-07T19:54:11Z
7370919,IIVQ,2337040,8,34556133,2015-10-10T19:04:31Z
7370922,Jan Westerhof,14498,7,11165726,2012-03-31T12:44:30Z
7370926,rullzer,33338,3,1117801,2009-05-08T15:00:59Z
7370927,Amaroussi,1016290,6,29644271,2015-03-21T20:58:36Z
7370930,Martien Sch,319572,19,39332051,2016-05-15T14:26:00Z
7370934,Jan Westerhof,14498,11,11165726,2012-03-31T12:44:30Z
7370946,Amaroussi,1016290,5,29644271,2015-03-21T20:58:36Z
7370953,Jan Westerhof,14498,4,15765765,2013-04-17T18:48:34Z
7370966,Amaroussi,1016290,11,29644271,2015-03-21T20:58:26Z
7370967,paulbe,48448,16,43496586,2016-11-08T19:32:34Z
7370968,Martien Sch,319572,11,39162127,2016-05-07T11:50:13Z
7370980,Martien Sch,319572,10,39162127,2016-05-07T11:50:18Z
7370985,IIVQ,2337040,20,34556133,2015-10-10T19:04:32Z
7370988,Amaroussi,1016290,26,29644271,2015-03-21T20:58:34Z
7370989,Amaroussi,1016290,17,40532604,2016-07-07T01:38:28Z
7370992,Amaroussi,1016290,8,40532604,2016-07-07T01:38:39Z
7370993,Amaroussi,1016290,10,40532604,2016-07-07T01:38:39Z
7371001,Amaroussi,1016290,7,40532604,2016-07-07T01:38:33Z
7371005,Martien Sch,319572,12,39332051,2016-05-15T14:26:00Z
7371009,Amaroussi,1016290,13,29644271,2015-03-21T20:58:34Z
7371010,Martien Sch,319572,19,39332051,2016-05-15T14:26:02Z
7371011,marczoutendijk,606555,20,43225326,2016-10-27T18:41:51Z
7371012,marczoutendijk,606555,20,43225326,2016-10-27T18:41:51Z
7371015,Amaroussi,1016290,13,29644271,2015-03-21T20:58:38Z
7371016,marczoutendijk,606555,17,43225326,2016-10-27T18:41:52Z
7371017,Martien Sch,319572,14,39332051,2016-05-15T14:26:00Z
7371022,marczoutendijk,606555,28,43225326,2016-10-27T18:41:50Z
7371024,Martien Sch,319572,12,39332051,2016-05-15T14:25:58Z
7371025,marczoutendijk,606555,16,43225326,2016-10-27T18:41:51Z
7371026,marczoutendijk,606555,25,43225326,2016-10-27T18:41:49Z
7371027,marczoutendijk,606555,14,43225326,2016-10-27T18:41:50Z
7371028,marczoutendijk,606555,16,43225326,2016-10-27T18:41:52Z
7371033,Amaroussi,1016290,6,40532604,2016-07-07T01:38:33Z
7371034,Amaroussi,1016290,13,40532604,2016-07-07T01:38:40Z
7371036,Amaroussi,1016290,13,29654509,2015-03-22T11:29:37Z
7371040,It's so funny_mechanical,2394881,8,27438545,2014-12-13T09:54:11Z
7371041,Amaroussi,1016290,19,29654509,2015-03-22T11:29:38Z
7371045,Martien Sch,319572,5,39122383,2016-05-05T14:59:08Z
7371049,Tom Pouce,333918,11,33981567,2015-09-12T14:43:26Z
7371051,BCNorwich,322785,11,37602780,2016-03-04T08:05:16Z
7371052,Martien Sch,319572,9,39122707,2016-05-05T15:15:22Z
7371055,Amaroussi,1016290,11,29715498,2015-03-24T21:59:32Z
7371056,GercoKees,12527,2,612174,2008-09-12T09:11:23Z
7371057,grossing,175600,5,4126922,2010-03-14T17:13:06Z
7371058,Martien Sch,319572,8,39123257,2016-05-05T15:42:53Z
7371059,Rejo Zenger,48213,3,1991611,2009-07-31T07:57:01Z
7371064,mnegrini,1895218,10,26671521,2014-11-09T19:03:11Z
7371065,Jan Westerhof,14498,10,9790854,2011-11-10T18:09:44Z
7371066,Jan Westerhof,14498,10,44147266,2016-12-03T22:13:37Z
7371068,Jan Westerhof,14498,10,13033108,2012-09-08T12:30:32Z
7371069,Jan Westerhof,14498,9,9790854,2011-11-10T18:09:43Z
7371070,Jan Westerhof,14498,10,9790854,2011-11-10T18:09:43Z
7371071,padvinder,978786,14,36210128,2015-12-28T01:55:33Z
7371074,mnegrini,1895218,12,26671521,2014-11-09T19:03:17Z
7371076,It's so funny_mechanical,2394881,4,27438545,2014-12-13T09:51:29Z
7371079,GercoKees,12527,2,612174,2008-09-12T09:12:15Z
7371083,It's so funny_mechanical,2394881,4,27438545,2014-12-13T09:47:42Z
7371084,mnegrini,1895218,6,26671521,2014-11-09T19:03:11Z
7371087,Martien Sch,319572,8,39123257,2016-05-05T15:42:53Z
7371088,W-S,466770,7,8710130,2011-07-13T08:26:01Z
7371089,W-S,466770,6,8710130,2011-07-13T08:26:02Z
7371090,W-S,466770,5,8710098,2011-07-13T08:23:35Z
7371091,W-S,466770,5,8710130,2011-07-13T08:26:01Z
7371094,florisje_BAG,1974371,5,21164017,2014-03-17T21:43:51Z
7371095,thetornado76,1624486,12,35119496,2015-11-06T07:21:36Z
7371096,W-S,466770,6,8710098,2011-07-13T08:23:35Z
7371100,Martien Sch,319572,8,39122937,2016-05-05T15:25:56Z
7371103,Jan Westerhof,14498,9,38229534,2016-04-01T16:02:46Z
7371105,Jan Westerhof,14498,7,27692534,2014-12-25T17:14:25Z
7371106,paulbe,48448,9,43445086,2016-11-06T16:35:17Z
7371109,W-S,466770,7,8710098,2011-07-13T08:23:34Z
7371111,W-S,466770,6,8710098,2011-07-13T08:23:36Z
7371112,paulbe,48448,6,6588137,2010-12-08T18:52:13Z
7371114,mono11,2893240,11,43345133,2016-11-02T08:22:18Z
7371116,florisje_BAG,1974371,8,21163639,2014-03-17T21:25:32Z
7371120,paulbe,48448,6,4630618,2010-05-07T14:32:01Z
7371122,Rejo Zenger,48213,3,1991055,2009-07-31T06:17:37Z
7371124,Martien Sch,319572,8,39123257,2016-05-05T15:43:00Z
7371125,W-S,466770,4,8710098,2011-07-13T08:23:34Z
7371126,Dutch Mapper,3781654,10,42679914,2016-10-06T10:16:17Z
7371127,grossing,175600,8,4126922,2010-03-14T17:13:06Z
7371133,It's so funny_mechanical,2394881,4,27438545,2014-12-13T09:36:20Z
7371134,paulbe,48448,5,43445086,2016-11-06T16:35:17Z
7371136,mnegrini,1895218,9,26802495,2014-11-15T16:48:00Z
7371139,florisje_BAG,1974371,4,21141878,2014-03-16T18:31:41Z
7371140,Martien Sch,319572,3,39122937,2016-05-05T15:25:57Z
7371144,ligfietser,67141,4,27546991,2014-12-18T09:23:12Z
7371145,paulbe,48448,3,6589449,2010-12-08T21:04:13Z
7371153,paulbe,48448,4,42753462,2016-10-09T12:52:54Z
7371155,paulbe,48448,6,42753462,2016-10-09T12:52:54Z
7371157,It's so funny_mechanical,2394881,5,27438545,2014-12-13T09:39:35Z
7371158,Jan Westerhof,14498,6,10308774,2012-01-06T08:26:54Z
7371160,Martien Sch,319572,8,39122937,2016-05-05T15:25:58Z
7371163,It's so funny_mechanical,2394881,6,27438545,2014-12-13T09:39:04Z
7371165,mnegrini,1895218,4,26802495,2014-11-15T16:48:00Z
7371166,Dutch Mapper,3781654,9,42679528,2016-10-06T09:54:35Z
7371168,paulbe,48448,6,42996577,2016-10-18T22:04:27Z
7371169,mnegrini,1895218,5,26802495,2014-11-15T16:48:00Z
7371170,mnegrini,1895218,5,26802495,2014-11-15T16:48:00Z
7371173,ff5722,3450290,11,43930442,2016-11-24T20:01:25Z
7371174,Jan Westerhof,14498,8,10324191,2012-01-07T18:37:07Z
7371177,It's so funny_mechanical,2394881,3,27438545,2014-12-13T09:40:36Z
7371178,It's so funny_mechanical,2394881,2,27438545,2014-12-13T09:50:42Z
7371183,It's so funny_mechanical,2394881,4,27438545,2014-12-13T09:54:12Z
7371184,paulbe,48448,11,43548792,2016-11-11T01:16:57Z
7371185,It's so funny_mechanical,2394881,5,27438545,2014-12-13T09:44:46Z
7371187,paulbe,48448,5,43548792,2016-11-11T01:16:57Z
7371191,Jan Westerhof,14498,7,23131545,2014-06-24T21:23:38Z
7371192,It's so funny_mechanical,2394881,8,27438545,2014-12-13T09:53:35Z
7371193,paulbe,48448,10,43377941,2016-11-03T12:57:14Z
7371197,ligfietser,67141,11,27546991,2014-12-18T09:23:12Z
7371201,paulbe,48448,11,43538646,2016-11-10T16:03:54Z
7371202,paulbe,48448,6,42753462,2016-10-09T12:52:54Z
7371206,Martien Sch,319572,8,39123257,2016-05-05T15:43:00Z
7371208,paulbe,48448,7,43266013,2016-10-29T13:45:08Z
7371212,It's so funny_mechanical,2394881,3,27438545,2014-12-13T09:47:42Z
7371214,paulbe,48448,6,43920481,2016-11-24T13:09:54Z
7371215,It's so funny_mechanical,2394881,8,27438545,2014-12-13T09:53:35Z
7371218,Dutch Mapper,3781654,5,42679914,2016-10-06T10:19:43Z
7371219,Martien Sch,319572,6,39123257,2016-05-05T15:42:54Z
7371220,It's so funny_mechanical,2394881,3,27438545,2014-12-13T09:50:42Z
7371224,Rejo Zenger,48213,5,1991611,2009-07-31T07:57:02Z
7371229,Dutch Mapper,3781654,13,42679914,2016-10-06T10:16:17Z
7371230,Maarten Deen,9176,8,28228326,2015-01-18T11:42:27Z
7371231,paulbe,48448,4,8225537,2011-05-23T11:45:57Z
7371232,Rejo Zenger,48213,4,1991611,2009-07-31T07:57:01Z
7371233,It's so funny_mechanical,2394881,6,27438545,2014-12-13T09:39:36Z
7371236,Martien Sch,319572,3,39123257,2016-05-05T15:42:58Z
7371237,Martien Sch,319572,5,39123257,2016-05-05T15:42:56Z
7371238,brbbl,355408,3,15404372,2013-03-18T06:25:56Z
7371240,Dutch Mapper,3781654,12,42679914,2016-10-06T10:15:47Z
7371241,Dutch Mapper,3781654,14,42679914,2016-10-06T10:13:40Z
7371245,Jeroen Muris,203114,6,41262066,2016-08-05T15:29:39Z
7371249,It's so funny_mechanical,2394881,6,27438545,2014-12-13T09:56:55Z
7371250,brbbl,355408,3,15404372,2013-03-18T06:25:57Z
7371251,brbbl,355408,3,15404372,2013-03-18T06:25:57Z
7371252,Dutch Mapper,3781654,6,42679914,2016-10-06T10:15:46Z
7371256,Martien Sch,319572,5,39123257,2016-05-05T15:42:58Z
7371257,Martien Sch,319572,8,39123257,2016-05-05T15:42:57Z
